URL,Version,Status,OIDs,Name,Title,Description,Used
http://fhir.et/core/CodeSystem/other-support-services-cs,0.9.0,active,,OtherSupportServicesCS,Other Support Services CodeSystem,"Support services provided to the client",
http://fhir.et/core/CodeSystem/partner-contact-type-cs,0.9.0,active,,PartnerContactTypeCS,Partner Contact Type Codes,"Types of contacts or partners for partner services",
http://fhir.et/core/CodeSystem/partner-hiv-status-cs,0.9.0,active,,PartnerHIVStatusCS,Partner HIV Status Codes,"",
http://fhir.et/core/CodeSystem/partner-risk-category-cs,0.9.0,active,,PartnerRiskCategoryCS,Partner High Risk Category Codes,"",
http://fhir.et/core/CodeSystem/partner-services-referral-cs,0.9.0,active,,PartnerServicesReferralCS,Partner Services Referral Codes,"Codes for referral through partner services",
http://fhir.et/core/CodeSystem/prefered-contact-cs,0.9.0,active,,ContactPointSystemCS,Prefered contact CodeSystem,"CodeSystem representing the Prefered Contact",
http://fhir.et/core/CodeSystem/prep-dosing-type-cs,0.9.0,active,,PrEPDosingTypeCS,PrEP Dosing Type CodeSystem,"",
http://fhir.et/core/CodeSystem/prep-visit-interval-cs,0.9.0,active,,PrepVisitIntervalCS,PrEP Visit Interval CodeSystem,"Represents scheduled PrEP visit intervals.",
http://fhir.et/core/CodeSystem/prep-visit-reason-cs,0.9.0,active,,PrepVisitReasonCS,PrEP Visit Reason CodeSystem,"Codes representing reasons for PrEP/PEP visits.",
http://fhir.et/core/CodeSystem/srh-integrated-services-cs,0.9.0,active,,SRHIntegratedServicesCS,Sexual and Reproductive Health Integrated Services CodeSystem,"Types of SRH integrated services provided",
http://fhir.et/core/CodeSystem/sti-result-cs,0.9.0,active,,STIResultCS,STI Test Result CodeSystem,"Codes for STI test results",
http://fhir.et/core/CodeSystem/sti-syndrome-cs,0.9.0,active,,STISyndromeCS,Syndrome/STI Codes,"",
http://fhir.et/core/CodeSystem/sti-test-type-cs,0.9.0,active,,STITestTypeCS,STI Test Types,"",
http://fhir.et/core/CodeSystem/syphilis-confirmatory-test-type-cs,0.9.0,active,,SyphilisConfirmatoryTestTypeCS,Confirmatory Syphilis Test Type CodeSystem,"Codes for confirmatory syphilis test types",
http://fhir.et/core/CodeSystem/syphilis-test-result-cs,0.9.0,active,,SyphilisTestResultCS,Syphilis Test Result Codes,"",
http://fhir.et/core/CodeSystem/syphilis-test-type-cs,0.9.0,active,,SyphilisTestTypeCS,Syphilis Test Type Code System,"Codes for syphilis test types",
http://fhir.et/core/CodeSystem/trichomonas-vaginalis-test-type-cs,0.9.0,active,,TrichomonasVaginalisTestTypeCS,Trichomonas vaginalis Test Type Code System,"Codes for Trichomonas vaginalis test types",
http://fhir.et/core/CodeSystem/vmmc-adverse-event-severity-cs,0.9.0,active,,VMMCAdverseEventSeverityCS,VMMC Adverse Event Severity Codes,"",
http://fhir.et/core/CodeSystem/vmmc-adverse-event-timing-cs,0.9.0,active,,VMMCAdverseEventTimingCS,Timing of Adverse Event,"",
